amount,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Clusters,Category
462914,Female,No,26,Yes,Artist,4.0,Low,4.0,0,Below average
462920,Male,Yes,51,No,Executive,0.0,High,5.0,2,Good
462923,Male,Yes,30,No,Homemaker,8.0,Average,2.0,0,Below average
462925,Female,Yes,28,No,Homemaker,1.0,Average,2.0,0,Below average
462927,Female,No,33,No,Homemaker,8.0,Low,2.0,0,Below average
462936,Female,No,41,Yes,Engineer,1.0,Low,1.0,2,Good
462941,Male,No,71,No,Lawyer,1.0,Low,2.0,1, Average
462944,Male,Yes,42,Yes,Executive,5.0,High,3.0,2,Good
462951,Male,Yes,71,Yes,Lawyer,2.0,Low,1.0,1, Average
462956,Male,Yes,35,No,Artist,6.0,Average,5.0,0,Below average
462958,Male,No,28,No,Marketing,0.0,Low,5.0,0,Below average
462963,Male,Yes,31,Yes,Artist,1.0,Average,2.0,0,Below average
462966,Male,Yes,43,Yes,Artist,2.0,Average,3.0,2,Good
462968,Female,Yes,77,No,Lawyer,0.0,High,2.0,1, Average
462971,Female,Yes,71,Yes,Engineer,0.0,Low,1.0,1, Average
462976,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,2,Good
462981,Female,No,26,No,Homemaker,9.0,Low,1.0,0,Below average
462982,Male,Yes,40,No,Doctor,4.0,Average,4.0,2,Good
462983,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,1, Average
462984,Female,Yes,73,Yes,Artist,1.0,High,2.0,1, Average
462986,Male,No,26,Yes,Healthcare,1.0,Low,6.0,0,Below average
462992,Female,Yes,57,Yes,Engineer,1.0,High,3.0,2,Good
462993,Male,Yes,30,No,Artist,1.0,Average,3.0,0,Below average
462994,Female,Yes,36,No,Artist,1.0,Average,3.0,0,Below average
462998,Male,Yes,52,No,Entertainment,10.0,Average,4.0,2,Good
463003,Male,Yes,42,Yes,Artist,3.0,Average,2.0,2,Good
463012,Male,Yes,52,No,Engineer,1.0,Low,1.0,2,Good
463020,Male,Yes,28,Yes,Artist,0.0,Average,3.0,0,Below average
463023,Female,Yes,43,No,Homemaker,7.0,Low,1.0,2,Good
463024,Male,No,43,Yes,Artist,1.0,Low,1.0,2,Good
463028,Male,No,25,No,Doctor,0.0,Low,4.0,0,Below average
463030,Male,Yes,52,Yes,Executive,1.0,High,3.0,2,Good
463034,Female,No,28,Yes,Homemaker,9.0,Low,1.0,0,Below average
463037,Male,Yes,56,Yes,Entertainment,0.0,Average,4.0,2,Good
463039,Male,Yes,38,No,Executive,12.0,High,7.0,2,Good
463040,Male,Yes,83,No,Lawyer,1.0,High,2.0,1, Average
463044,Male,Yes,82,Yes,Lawyer,1.0,High,2.0,1, Average
463047,Male,Yes,32,Yes,Homemaker,8.0,Low,2.0,0,Below average
463051,Female,No,35,Yes,Homemaker,12.0,Low,1.0,0,Below average
463052,Male,Yes,40,Yes,Marketing,0.0,Low,2.0,2,Good
463058,Female,No,25,Yes,Homemaker,13.0,Low,1.0,0,Below average
463062,Female,Yes,39,Yes,Artist,1.0,Average,3.0,2,Good
463069,Male,No,25,Yes,Artist,7.0,Low,1.0,0,Below average
463075,Male,Yes,52,Yes,Artist,0.0,Low,4.0,2,Good
463080,Male,No,33,No,Artist,0.0,Low,4.0,0,Below average
463083,Male,No,28,Yes,Artist,6.0,Low,3.0,0,Below average
463085,Female,No,43,Yes,Artist,0.0,Low,1.0,2,Good
463086,Male,No,30,Yes,Artist,8.0,Low,2.0,0,Below average
463088,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,1, Average
463089,Male,Yes,48,Yes,Executive,6.0,High,4.0,2,Good
463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,2,Good
463091,Female,Yes,37,Yes,Homemaker,8.0,Low,1.0,0,Below average
463094,Male,Yes,38,Yes,Engineer,11.0,Average,3.0,2,Good
463096,Female,No,28,Yes,Doctor,1.0,Low,3.0,0,Below average
463099,Male,Yes,86,Yes,Lawyer,1.0,Low,1.0,1, Average
463100,Female,No,35,No,Homemaker,9.0,Low,1.0,0,Below average
463102,Male,No,35,No,Entertainment,0.0,Low,2.0,0,Below average
463104,Female,Yes,46,No,Lawyer,0.0,Low,1.0,2,Good
463106,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,1, Average
463108,Male,Yes,63,Yes,Lawyer,5.0,High,2.0,1, Average
463118,Female,Yes,50,Yes,Doctor,1.0,High,3.0,2,Good
463120,Female,No,35,Yes,Entertainment,0.0,Low,1.0,0,Below average
463129,Male,Yes,65,No,Doctor,1.0,Low,1.0,1, Average
463133,Male,Yes,50,No,Artist,0.0,Average,4.0,2,Good
463138,Female,No,27,No,Homemaker,1.0,Low,2.0,0,Below average
463144,Male,Yes,45,Yes,Executive,0.0,High,3.0,2,Good
463145,Female,No,36,Yes,Homemaker,0.0,Low,4.0,0,Below average
463146,Male,Yes,43,No,Entertainment,11.0,Average,2.0,2,Good
463148,Male,Yes,62,Yes,Marketing,1.0,High,5.0,1, Average
463149,Male,Yes,57,Yes,Artist,2.0,Average,2.0,2,Good
463150,Male,No,51,No,Marketing,9.0,Low,1.0,2,Good
463151,Male,Yes,59,Yes,Artist,0.0,Low,1.0,2,Good
463154,Female,Yes,27,No,Artist,0.0,Low,4.0,0,Below average
463156,Female,Yes,83,No,Lawyer,1.0,High,2.0,1, Average
463157,Male,Yes,50,Yes,Entertainment,6.0,Low,3.0,2,Good
463158,Male,Yes,75,Yes,Executive,1.0,High,3.0,1, Average
463163,Male,No,28,No,Executive,2.0,Low,2.0,0,Below average
463164,Male,Yes,39,Yes,Artist,9.0,Average,2.0,2,Good
463165,Female,Yes,69,Yes,Doctor,0.0,Average,2.0,1, Average
463166,Female,No,41,Yes,Artist,1.0,Low,1.0,2,Good
463170,Female,No,28,Yes,Healthcare,0.0,Low,5.0,0,Below average
463171,Female,Yes,39,No,Entertainment,1.0,High,3.0,2,Good
463173,Male,No,47,Yes,Artist,0.0,Low,1.0,2,Good
463174,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,1, Average
463175,Female,No,41,No,Engineer,0.0,Low,4.0,2,Good
463181,Male,Yes,49,Yes,Doctor,5.0,Average,3.0,2,Good
463187,Female,Yes,52,Yes,Artist,8.0,Low,2.0,2,Good
463192,Female,Yes,48,No,Entertainment,2.0,Average,2.0,2,Good
463195,Female,No,26,Yes,Healthcare,7.0,Low,2.0,0,Below average
463196,Female,Yes,72,Yes,Engineer,1.0,Low,1.0,1, Average
463199,Female,Yes,47,Yes,Artist,0.0,Low,3.0,2,Good
463201,Female,No,19,No,Healthcare,1.0,Low,2.0,0,Below average
463203,Female,No,21,No,Healthcare,1.0,Low,3.0,0,Below average
463204,Male,No,39,No,Entertainment,1.0,Low,1.0,2,Good
463209,Female,No,52,Yes,Artist,0.0,Low,1.0,2,Good
463218,Male,Yes,37,No,Entertainment,8.0,Average,3.0,0,Below average
463219,Male,Yes,51,No,Entertainment,0.0,Low,2.0,2,Good
463220,Male,Yes,48,No,Engineer,1.0,Average,3.0,2,Good
463221,Male,No,22,No,Healthcare,1.0,Low,3.0,0,Below average
463224,Male,Yes,47,Yes,Executive,1.0,High,4.0,2,Good
463240,Female,Yes,45,No,Engineer,0.0,Average,3.0,2,Good
463242,Female,No,29,No,Engineer,5.0,Low,2.0,0,Below average
463244,Female,Yes,47,No,Doctor,1.0,Low,1.0,2,Good
463245,Male,Yes,41,Yes,Entertainment,8.0,Average,2.0,2,Good
463248,Female,Yes,32,No,Homemaker,9.0,Average,4.0,0,Below average
463251,Male,Yes,31,No,Marketing,2.0,Low,3.0,0,Below average
463256,Male,No,20,No,Marketing,1.0,Low,3.0,0,Below average
463258,Female,Yes,46,Yes,Artist,0.0,Average,3.0,2,Good
463260,Male,Yes,70,Yes,Lawyer,3.0,Low,1.0,1, Average
463265,Male,Yes,65,Yes,Artist,1.0,Average,3.0,1, Average
463266,Female,Yes,68,Yes,Artist,1.0,Average,2.0,1, Average
463267,Male,Yes,29,No,Homemaker,9.0,Low,1.0,0,Below average
463269,Male,Yes,41,Yes,Entertainment,3.0,Average,2.0,2,Good
463270,Male,Yes,50,No,Executive,0.0,Low,5.0,2,Good
463273,Male,Yes,38,Yes,Entertainment,9.0,Average,2.0,2,Good
463276,Male,Yes,37,No,Executive,1.0,Average,2.0,0,Below average
463277,Female,Yes,30,No,Engineer,6.0,Low,2.0,0,Below average
463278,Female,Yes,63,Yes,Engineer,1.0,Low,1.0,1, Average
463280,Male,Yes,42,Yes,Artist,6.0,Average,2.0,2,Good
463292,Male,Yes,41,No,Executive,0.0,High,3.0,2,Good
463302,Female,Yes,60,Yes,Engineer,1.0,High,4.0,1, Average
463308,Male,Yes,46,Yes,Engineer,1.0,Low,2.0,2,Good
463316,Female,Yes,83,No,Lawyer,0.0,High,2.0,1, Average
463323,Male,Yes,27,Yes,Healthcare,3.0,Low,2.0,0,Below average
463324,Female,No,22,No,Healthcare,1.0,Low,4.0,0,Below average
463330,Male,No,20,No,Healthcare,0.0,Low,4.0,0,Below average
463332,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,2,Good
463334,Female,No,28,Yes,Doctor,0.0,Low,6.0,0,Below average
463335,Male,No,28,Yes,Doctor,1.0,Low,1.0,0,Below average
463338,Male,Yes,28,No,Entertainment,0.0,Low,2.0,0,Below average
463340,Female,No,20,No,Healthcare,0.0,Low,4.0,0,Below average
463341,Female,Yes,53,No,Engineer,0.0,Average,6.0,2,Good
463348,Female,Yes,35,Yes,Doctor,0.0,Low,2.0,0,Below average
463351,Female,No,21,Yes,Healthcare,3.0,Low,4.0,0,Below average
463356,Male,No,30,Yes,Healthcare,6.0,Low,4.0,0,Below average
463360,Female,Yes,46,Yes,Artist,2.0,Low,1.0,2,Good
463367,Female,No,36,Yes,Engineer,3.0,Low,4.0,0,Below average
463368,Female,Yes,38,Yes,Artist,4.0,High,3.0,2,Good
463372,Female,Yes,26,No,Marketing,1.0,Average,2.0,0,Below average
463375,Female,Yes,45,Yes,Doctor,1.0,Low,1.0,2,Good
463376,Female,Yes,46,Yes,Executive,5.0,High,2.0,2,Good
463378,Male,No,25,Yes,Doctor,0.0,Low,1.0,0,Below average
463379,Male,No,27,No,Marketing,0.0,Low,7.0,0,Below average
463386,Female,Yes,42,Yes,Doctor,6.0,Low,1.0,2,Good
463387,Male,No,20,No,Marketing,3.0,Low,2.0,0,Below average
463391,Male,Yes,55,Yes,Doctor,6.0,Low,1.0,2,Good
463395,Male,No,25,No,Marketing,1.0,Low,1.0,0,Below average
463404,Male,Yes,27,No,Doctor,1.0,High,2.0,0,Below average
463406,Male,No,31,No,Marketing,0.0,Low,4.0,0,Below average
463409,Female,Yes,38,No,Entertainment,6.0,Average,5.0,2,Good
463411,Male,Yes,43,Yes,Entertainment,1.0,Average,2.0,2,Good
463420,Female,Yes,59,Yes,Artist,2.0,High,3.0,2,Good
463423,Male,Yes,61,No,Executive,1.0,Average,3.0,1, Average
463427,Female,Yes,27,Yes,Engineer,1.0,Low,2.0,0,Below average
463428,Male,Yes,26,No,Executive,1.0,High,5.0,0,Below average
463431,Male,Yes,39,Yes,Artist,1.0,Average,4.0,2,Good
463437,Male,Yes,51,Yes,Artist,0.0,Average,3.0,2,Good
463438,Male,Yes,47,No,Entertainment,0.0,Average,3.0,2,Good
463443,Male,Yes,52,Yes,Artist,1.0,Average,4.0,2,Good
463444,Male,Yes,59,Yes,Lawyer,1.0,High,2.0,2,Good
463447,Male,Yes,57,No,Engineer,1.0,Average,2.0,2,Good
463452,Female,Yes,86,Yes,Lawyer,1.0,High,2.0,1, Average
463460,Male,Yes,49,Yes,Artist,1.0,Average,2.0,2,Good
463461,Male,No,30,No,Doctor,1.0,Low,4.0,0,Below average
463462,Female,Yes,43,No,Engineer,0.0,Average,4.0,2,Good
463470,Male,No,19,No,Healthcare,1.0,Low,5.0,0,Below average
463472,Male,No,20,No,Healthcare,1.0,Low,4.0,0,Below average
463473,Male,No,19,No,Healthcare,1.0,Low,3.0,0,Below average
463475,Female,Yes,43,Yes,Doctor,0.0,Low,1.0,2,Good
463477,Male,No,31,No,Healthcare,0.0,Low,4.0,0,Below average
463483,Male,Yes,30,No,Executive,1.0,High,2.0,0,Below average
463491,Male,Yes,27,Yes,Doctor,8.0,Average,3.0,0,Below average
463493,Male,Yes,36,Yes,Executive,1.0,High,4.0,0,Below average
463499,Male,Yes,47,Yes,Executive,0.0,Low,2.0,2,Good
463500,Male,Yes,35,Yes,Executive,1.0,High,4.0,0,Below average
463503,Male,Yes,25,Yes,Entertainment,0.0,Low,2.0,0,Below average
463508,Female,Yes,25,No,Artist,0.0,Low,3.0,0,Below average
463509,Male,No,38,No,Artist,1.0,Low,1.0,2,Good
463512,Female,No,32,No,Engineer,0.0,Low,3.0,0,Below average
463516,Male,Yes,48,No,Executive,1.0,High,6.0,2,Good
463527,Female,No,38,No,Artist,10.0,Low,1.0,2,Good
463528,Male,Yes,70,No,Executive,1.0,High,2.0,1, Average
463529,Male,No,42,Yes,Marketing,1.0,Low,1.0,2,Good
463533,Female,Yes,85,Yes,Artist,1.0,High,2.0,1, Average
463537,Female,No,25,Yes,Healthcare,1.0,Low,3.0,0,Below average
463545,Female,No,31,Yes,Doctor,1.0,Low,2.0,0,Below average
463548,Female,No,20,No,Healthcare,3.0,Low,4.0,0,Below average
463550,Female,Yes,37,Yes,Artist,0.0,Average,2.0,0,Below average
463553,Male,No,33,Yes,Artist,8.0,Low,2.0,0,Below average
463554,Female,No,52,No,Artist,5.0,Low,1.0,2,Good
463557,Male,No,26,Yes,Doctor,0.0,Low,3.0,0,Below average
463560,Female,No,21,No,Healthcare,9.0,Low,5.0,0,Below average
463561,Female,No,42,Yes,Engineer,0.0,Low,1.0,2,Good
463566,Female,Yes,35,Yes,Homemaker,1.0,Average,4.0,0,Below average
463572,Male,Yes,39,Yes,Artist,0.0,Average,4.0,2,Good
463577,Female,Yes,41,Yes,Doctor,1.0,Average,2.0,2,Good
463586,Female,No,18,No,Healthcare,1.0,Low,5.0,0,Below average
463588,Male,No,22,No,Healthcare,0.0,Low,1.0,0,Below average
463598,Female,Yes,25,No,Engineer,2.0,Low,2.0,0,Below average
463601,Female,No,20,No,Healthcare,4.0,Low,5.0,0,Below average
463603,Female,No,18,No,Entertainment,0.0,Low,4.0,0,Below average
463605,Female,No,20,No,Healthcare,1.0,Low,5.0,0,Below average
463606,Male,No,21,No,Marketing,0.0,Low,4.0,0,Below average
463614,Female,No,25,No,Healthcare,1.0,Low,4.0,0,Below average
463615,Female,Yes,60,Yes,Artist,1.0,Average,2.0,1, Average
463616,Female,Yes,46,No,Engineer,0.0,Average,5.0,2,Good
463619,Male,Yes,68,No,Executive,1.0,High,2.0,1, Average
463620,Male,No,21,No,Healthcare,1.0,Low,4.0,0,Below average
463623,Male,No,27,Yes,Doctor,0.0,Low,3.0,0,Below average
463624,Male,Yes,59,Yes,Executive,1.0,High,4.0,2,Good
463628,Female,No,26,Yes,Artist,8.0,Low,1.0,0,Below average
463632,Male,Yes,26,Yes,Artist,0.0,Average,2.0,0,Below average
463638,Female,Yes,32,No,Doctor,1.0,Average,2.0,0,Below average
463639,Male,No,33,No,Healthcare,0.0,Low,6.0,0,Below average
463640,Male,No,28,Yes,Healthcare,0.0,Low,3.0,0,Below average
463644,Female,No,30,Yes,Healthcare,0.0,Low,3.0,0,Below average
463652,Female,No,32,Yes,Artist,1.0,Low,1.0,0,Below average
463654,Female,No,41,No,Engineer,3.0,Low,3.0,2,Good
463655,Male,Yes,42,Yes,Artist,13.0,Low,2.0,2,Good
463661,Female,Yes,45,Yes,Doctor,1.0,Average,4.0,2,Good
463663,Female,No,39,Yes,Homemaker,1.0,Low,2.0,2,Good
463664,Female,No,29,No,Engineer,0.0,Low,1.0,0,Below average
463665,Male,Yes,46,Yes,Entertainment,1.0,Average,3.0,2,Good
463669,Female,Yes,26,Yes,Marketing,5.0,High,4.0,0,Below average
463670,Female,No,26,Yes,Healthcare,1.0,Low,4.0,0,Below average
463689,Female,Yes,41,Yes,Doctor,1.0,Low,2.0,2,Good
463699,Female,Yes,38,Yes,Marketing,9.0,Low,3.0,2,Good
463703,Male,Yes,69,No,Executive,1.0,High,4.0,1, Average
463704,Male,No,46,Yes,Artist,0.0,Low,2.0,2,Good
463707,Female,No,40,No,Artist,0.0,Low,1.0,2,Good
463713,Male,No,25,No,Engineer,9.0,Low,3.0,0,Below average
463714,Male,Yes,59,No,Homemaker,1.0,Average,2.0,2,Good
463716,Male,No,26,No,Doctor,1.0,Low,4.0,0,Below average
463718,Female,No,33,Yes,Artist,0.0,Low,4.0,0,Below average
463722,Male,Yes,56,Yes,Executive,8.0,High,2.0,2,Good
463724,Male,No,30,No,Healthcare,0.0,Low,5.0,0,Below average
463726,Female,No,26,No,Healthcare,0.0,Low,3.0,0,Below average
463727,Female,No,28,No,Doctor,0.0,Low,5.0,0,Below average
463728,Female,Yes,28,No,Doctor,0.0,Average,6.0,0,Below average
463732,Male,No,20,No,Healthcare,1.0,Low,4.0,0,Below average
463734,Male,Yes,41,No,Executive,1.0,Average,3.0,2,Good
463741,Male,Yes,37,Yes,Artist,0.0,High,3.0,0,Below average
463745,Male,Yes,59,Yes,Artist,1.0,Average,3.0,2,Good
463747,Female,Yes,43,Yes,Artist,0.0,Average,2.0,2,Good
463748,Male,No,20,No,Healthcare,1.0,Low,3.0,0,Below average
463753,Female,No,30,Yes,Healthcare,1.0,Low,5.0,0,Below average
463756,Male,Yes,66,No,Executive,0.0,Average,2.0,1, Average
463761,Male,Yes,28,Yes,Artist,1.0,Average,3.0,0,Below average
463764,Male,Yes,49,Yes,Entertainment,0.0,Average,3.0,2,Good
463766,Female,Yes,61,Yes,Artist,0.0,Average,3.0,1, Average
463767,Male,Yes,27,Yes,Artist,9.0,Average,2.0,0,Below average
463768,Female,Yes,35,No,Engineer,1.0,Low,1.0,0,Below average
463774,Male,Yes,33,Yes,Healthcare,0.0,Average,2.0,0,Below average
463776,Female,Yes,36,Yes,Artist,2.0,Average,2.0,0,Below average
463782,Female,No,27,Yes,Artist,9.0,Low,1.0,0,Below average
463783,Female,No,29,No,Healthcare,1.0,Low,2.0,0,Below average
463784,Female,No,31,No,Engineer,1.0,Low,5.0,0,Below average
463785,Female,No,30,No,Healthcare,0.0,Low,4.0,0,Below average
463786,Female,Yes,43,Yes,Artist,1.0,Average,2.0,2,Good
463790,Male,Yes,47,No,Executive,1.0,Low,4.0,2,Good
463792,Female,No,42,No,Engineer,1.0,Low,1.0,2,Good
463794,Female,No,33,Yes,Healthcare,1.0,Low,5.0,0,Below average
463799,Female,No,36,Yes,Artist,1.0,Low,4.0,0,Below average
463800,Female,No,30,Yes,Engineer,1.0,Low,3.0,0,Below average
463804,Male,Yes,60,Yes,Artist,9.0,Low,1.0,1, Average
463807,Female,No,32,Yes,Healthcare,0.0,Low,3.0,0,Below average
463811,Female,Yes,32,Yes,Artist,0.0,Average,2.0,0,Below average
463814,Female,No,28,No,Healthcare,7.0,Low,3.0,0,Below average
463816,Male,Yes,46,Yes,Healthcare,2.0,High,4.0,2,Good
463818,Female,Yes,38,Yes,Artist,4.0,Low,1.0,2,Good
463819,Male,Yes,28,Yes,Artist,8.0,Low,2.0,0,Below average
463821,Male,Yes,30,Yes,Entertainment,7.0,Low,2.0,0,Below average
463825,Female,Yes,52,Yes,Artist,0.0,Average,3.0,2,Good
463827,Female,Yes,46,Yes,Engineer,1.0,Average,4.0,2,Good
463828,Male,Yes,37,No,Engineer,0.0,Average,2.0,0,Below average
463830,Female,No,25,Yes,Engineer,2.0,Low,3.0,0,Below average
463834,Female,Yes,43,Yes,Engineer,1.0,Average,4.0,2,Good
463835,Male,No,32,No,Marketing,0.0,Low,4.0,0,Below average
463842,Female,Yes,50,Yes,Engineer,1.0,High,4.0,2,Good
463847,Male,Yes,43,No,Artist,3.0,Average,3.0,2,Good
463856,Male,Yes,37,Yes,Artist,0.0,Average,2.0,0,Below average
463857,Male,Yes,61,No,Healthcare,0.0,High,4.0,1, Average
463859,Male,Yes,39,Yes,Artist,5.0,Average,2.0,2,Good
463865,Male,Yes,46,Yes,Artist,1.0,Average,5.0,2,Good
463877,Male,Yes,37,No,Entertainment,0.0,Average,4.0,0,Below average
463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,0,Below average
463884,Female,No,28,No,Artist,0.0,Low,1.0,0,Below average
463891,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,1, Average
463892,Male,No,42,Yes,Artist,8.0,Low,1.0,2,Good
463904,Male,Yes,82,Yes,Executive,1.0,Low,1.0,1, Average
463917,Female,No,18,No,Healthcare,1.0,Low,8.0,0,Below average
463923,Female,No,18,No,Engineer,0.0,Low,4.0,0,Below average
463924,Female,No,36,Yes,Artist,1.0,Low,1.0,0,Below average
463926,Female,No,26,No,Engineer,1.0,Low,6.0,0,Below average
463931,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,2,Good
463932,Female,Yes,69,Yes,Artist,1.0,Average,3.0,1, Average
463941,Female,No,29,No,Artist,1.0,Low,6.0,0,Below average
463943,Male,No,68,Yes,Entertainment,1.0,Low,2.0,1, Average
463946,Male,No,33,No,Healthcare,4.0,Low,3.0,0,Below average
463948,Male,Yes,38,No,Executive,3.0,High,5.0,2,Good
463951,Male,Yes,52,No,Entertainment,1.0,Average,3.0,2,Good
463955,Male,Yes,28,Yes,Artist,1.0,Low,2.0,0,Below average
463958,Female,No,27,No,Healthcare,1.0,Low,5.0,0,Below average
463961,Female,No,28,No,Engineer,0.0,Low,4.0,0,Below average
463963,Female,Yes,25,No,Engineer,7.0,High,3.0,0,Below average
463966,Female,No,30,Yes,Artist,8.0,Low,1.0,0,Below average
463978,Male,Yes,40,Yes,Artist,1.0,Average,3.0,2,Good
463980,Female,No,25,Yes,Artist,0.0,Low,9.0,0,Below average
463981,Female,No,30,Yes,Artist,5.0,Low,1.0,0,Below average
463983,Female,Yes,43,No,Engineer,0.0,Average,2.0,2,Good
463986,Female,No,26,Yes,Artist,1.0,Low,4.0,0,Below average
463997,Female,Yes,37,No,Entertainment,0.0,Average,3.0,0,Below average
464000,Female,No,28,No,Healthcare,1.0,Low,5.0,0,Below average
464004,Female,Yes,31,No,Marketing,1.0,Low,5.0,0,Below average
464007,Male,Yes,46,Yes,Artist,1.0,Low,3.0,2,Good
464009,Female,Yes,47,Yes,Artist,5.0,Average,4.0,2,Good
464010,Male,No,28,No,Healthcare,1.0,Low,4.0,0,Below average
464013,Male,No,30,No,Healthcare,0.0,Low,1.0,0,Below average
464016,Female,No,29,Yes,Entertainment,1.0,High,1.0,0,Below average
464019,Male,No,23,No,Artist,2.0,Low,5.0,0,Below average
464021,Female,No,22,No,Healthcare,1.0,Low,5.0,0,Below average
464023,Male,No,20,No,Healthcare,1.0,Low,5.0,0,Below average
464030,Male,No,22,No,Entertainment,1.0,Low,4.0,0,Below average
464031,Female,No,19,No,Healthcare,0.0,Low,4.0,0,Below average
464032,Male,No,21,No,Healthcare,1.0,Low,3.0,0,Below average
464033,Female,No,19,No,Healthcare,0.0,Low,4.0,0,Below average
464039,Male,No,39,Yes,Artist,1.0,Low,2.0,2,Good
464042,Female,Yes,38,Yes,Artist,8.0,Low,2.0,2,Good
464046,Male,No,33,Yes,Healthcare,3.0,Low,1.0,0,Below average
464048,Female,No,38,Yes,Homemaker,4.0,Low,1.0,2,Good
464049,Female,No,29,Yes,Healthcare,0.0,Low,3.0,0,Below average
464053,Female,Yes,35,No,Entertainment,4.0,Low,1.0,0,Below average
464054,Male,Yes,32,Yes,Artist,9.0,Average,2.0,0,Below average
464059,Male,Yes,59,Yes,Artist,0.0,Low,1.0,2,Good
464063,Female,No,32,Yes,Doctor,0.0,Low,1.0,0,Below average
464066,Female,No,29,Yes,Healthcare,8.0,Low,3.0,0,Below average
464067,Female,No,31,Yes,Entertainment,0.0,Low,4.0,0,Below average
464068,Male,Yes,59,No,Executive,0.0,High,4.0,2,Good
464071,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,1, Average
464072,Male,Yes,53,Yes,Executive,0.0,Low,2.0,2,Good
464076,Male,Yes,83,No,Lawyer,0.0,High,2.0,1, Average
464084,Male,No,33,No,Healthcare,1.0,Low,5.0,0,Below average
464087,Female,No,26,No,Engineer,1.0,Low,4.0,0,Below average
464089,Female,Yes,39,Yes,Artist,7.0,High,5.0,2,Good
464096,Female,No,27,No,Healthcare,1.0,Low,5.0,0,Below average
464099,Female,Yes,42,Yes,Artist,5.0,Average,2.0,2,Good
464103,Male,Yes,46,Yes,Artist,4.0,Average,2.0,2,Good
464110,Male,Yes,63,Yes,Doctor,0.0,High,2.0,1, Average
464112,Male,No,32,Yes,Doctor,1.0,Low,2.0,0,Below average
464115,Female,No,38,Yes,Engineer,0.0,Low,3.0,2,Good
464118,Male,No,38,Yes,Entertainment,1.0,Low,2.0,2,Good
464121,Female,Yes,63,Yes,Engineer,1.0,Low,1.0,1, Average
464123,Female,No,45,Yes,Artist,1.0,Low,1.0,2,Good
464127,Female,No,33,Yes,Healthcare,1.0,Low,5.0,0,Below average
464132,Male,No,27,No,Entertainment,0.0,Low,2.0,0,Below average
464137,Female,Yes,87,No,Artist,7.0,High,2.0,1, Average
464139,Female,No,25,No,Healthcare,14.0,Low,1.0,0,Below average
464144,Male,Yes,61,Yes,Artist,0.0,Average,4.0,1, Average
464152,Male,Yes,41,Yes,Artist,1.0,High,4.0,2,Good
464162,Male,Yes,86,Yes,Lawyer,1.0,High,2.0,1, Average
464167,Male,Yes,51,Yes,Executive,4.0,High,3.0,2,Good
464169,Male,No,83,No,Lawyer,0.0,High,2.0,1, Average
464172,Male,Yes,60,Yes,Artist,3.0,High,3.0,1, Average
464173,Male,Yes,65,Yes,Artist,6.0,Average,3.0,1, Average
464175,Female,No,32,No,Healthcare,1.0,Low,2.0,0,Below average
464176,Female,Yes,41,Yes,Artist,1.0,Low,1.0,2,Good
464179,Female,Yes,56,Yes,Artist,0.0,Average,3.0,2,Good
464180,Female,Yes,74,No,Lawyer,1.0,High,2.0,1, Average
464182,Male,Yes,39,Yes,Artist,4.0,Average,2.0,2,Good
464183,Female,No,42,No,Artist,2.0,Low,2.0,2,Good
464185,Male,Yes,68,Yes,Artist,5.0,High,2.0,1, Average
464195,Male,No,30,Yes,Artist,1.0,Low,1.0,0,Below average
464200,Female,No,32,No,Healthcare,1.0,Low,3.0,0,Below average
464202,Male,Yes,43,Yes,Artist,13.0,Low,1.0,2,Good
464204,Female,Yes,40,Yes,Artist,3.0,High,2.0,2,Good
464205,Female,Yes,87,No,Entertainment,0.0,High,2.0,1, Average
464206,Male,Yes,43,No,Entertainment,1.0,Low,2.0,2,Good
464211,Male,Yes,48,Yes,Doctor,1.0,Average,3.0,2,Good
464212,Female,Yes,58,Yes,Marketing,0.0,Average,2.0,2,Good
464216,Male,Yes,52,Yes,Artist,1.0,High,3.0,2,Good
464217,Female,No,30,No,Healthcare,14.0,Low,3.0,0,Below average
464223,Female,Yes,53,Yes,Artist,2.0,Low,2.0,2,Good
464226,Female,Yes,56,Yes,Artist,3.0,Average,3.0,2,Good
464231,Male,Yes,48,Yes,Artist,1.0,Average,4.0,2,Good
464232,Male,Yes,28,No,Doctor,1.0,Low,5.0,0,Below average
464246,Female,Yes,61,Yes,Artist,0.0,Average,2.0,1, Average
464254,Male,Yes,62,Yes,Entertainment,1.0,Average,3.0,1, Average
464255,Female,Yes,49,Yes,Artist,1.0,Average,5.0,2,Good
464257,Male,Yes,40,Yes,Entertainment,0.0,High,2.0,2,Good
464265,Male,Yes,62,Yes,Entertainment,1.0,Low,2.0,1, Average
464269,Male,No,35,Yes,Entertainment,1.0,Low,2.0,0,Below average
